1월 8일,1월 12일,2월 27일,2월 28일,3월 4일,3월 19일,3월 20일,5월 3일,5월 15일,5월 20일,7월 15일,8월 2일,8월 8일,11월 6일,11월 11일
FI 주도 11번가 재매각 작업 본격화…매각가 5천억원대 추정,"이재명측 ""당분간 재판 출석 어려워…말하기도 어려워해""","[특징주] 아프리카TV, 트위치 국내 철수 당일 52주 신고가","태안군, 저화질 CCTV 59대 교체…내년 AI 기반 관제시스템 도입",흐드러진 봄꽃부터 식민의 비애까지…문학 작품으로 만나는 '봄',"전북 검정고시 시험장, 전주 이어 군산·익산 등 총 6곳에 설치","서울교통공사, 지하철 개통 50주년 맞아 적십자에 정기후원",우리금융 10년만에 다시 증권업 진출…우리종금·포스증권 합병,,광화문광장에 70개국 친구 모인다…24일 서울세계도시문화축제,"자영업자·라이더단체 ""배민, 수수료 인상 방침 철회하라""",[이시각헤드라인] 8월 2일 뉴스센터,무등산 배경 멜로영화 '무진연가' 내년 하반기 개봉,"영진전문대·HD현대중공업, 외국인 전문기술 인재 양성 협약","농경연 ""트럼프 2기서 대미 수출 농식품 관세 인상 우려"""
부산 옛 한진중공업 부지에 특급호텔…파르나스호텔 위탁운영,"브라이언임팩트, 2회 펠로우 커넥트데이…사회혁신가 소통의 장",AI PD가 연출한 프로그램…MBC 실험 프로젝트 'PD가 사라졌다',"철근 누락 논란' GS건설 영업정지 제동…법원, 효력정지(종합)",심야에 여성 보행자들 앞에서 바지 벗은 현직 소방관,"LH, 저소득층 대상 전세임대주택 4천가구 공급…입주자 모집","HD현대건설기계, 아프리카 수단서 굴착기 60대 공급계약","사냥개 훈련 중 개 물림 사고…견주, 과실치상 처벌",,동해항 자유무역지역 지정 '사활'…기본계획 수립용역 중간보고,"[동정] 정인교 통상교섭본부장, 천안여상서 'FTA 특강'","""미국, 며칠 내 이스라엘 겨냥한 이란의 보복 단행 확신""","러시아 한인 이주 160주년…""기념 행사 후원해주세요""","HD현대중공업, 임직원 자녀에 '수능 대박 기원' 선물","""교외선 전용패스 이름 지어주세요""…코레일, 20일까지 공모"
"""김포공항 고도제한 위반""…입주 코앞 아파트 사용허가 불발","당정, 모레 설 민생대책 논의…한동훈 취임후 첫 고위협의회","유럽, 우크라에 '파병' 검토…러 ""직접 충돌로 변할수도"" 경고(종합)",[괴산소식] 청소년수련원 앞에 집와이이어 등 설치,대전·충남 신규 인턴 대부분 임용 포기…응급실 운영 차질,태백시 통합가족센터 본격 운영…67억원 투입 건립,"산업연 ""각자도생 불가피…유연한 통상정책 마련 집중해야""","혁신벤처업계 ""로톡법 21대 국회 종료 전 신속하게 처리돼야""",,"현대차그룹 55층 2개동 GBC조감도 공개…""시, 조속한 인허가를""","산업연 ""지방정부 재정자립, 지역경제 성장 중요 요인""","""올림픽, 기후변화로 망쳤다""…폭염 낳고 호우로 센강 오염",엔 캐리 수천억∼수조 달러 규모 추산…여전히 시장 불안 요인,"""겨울이 시작됐다""…개장 준비 나선 강원 스키장","전공의 대표, 여야의정 첫 회의에 ""무의미…의대모집 정지해야"""
이재명 습격범 신상공개 9일 결정…흉기개조 등 계획범죄(종합2보),동료 의원 성추행·무고 혐의 세종시의원 재판 3개월 뒤로 연기,대전 서구갑 민주 3인 경선 관전포인트 '신인·국민경선·탈당',"한동수 前대검 감찰부장, 비밀누설 혐의에 ""입 막기용 정치수사""","전북, 바이오 특화단지 유치 도전장…전주·익산·정읍 연계",의대생 어제 하루 257명 '유효 휴학' 신청…누적 7천850건,"코이카, 상반기 신입 직원 39명 공채…27일 채용설명회","與 ""민주당 김동아, 학폭 의혹 사실이면 공복 자격없어""",,"10년 만에 전출입 인구 감소한 원주시, 청년 유입 지원책 '심혈'",시외버스 온라인 예매노선 확대…해외카드 온오프라인 결제 가능,25만원법·노란봉투법 공방…여 정책위의장에 김상훈 내정,"LG 출신 켈리, 신시내티와 마이너 계약…부친이 감독인 루이빌로","공금횡령 오해' 직장동료 살해 50대, 재판에서 정신감정 신청","이스라엘군, '하마스와 공조' 이슬라믹지하드 사령관 살해"
"미 댈러스 연은 총재 ""금리 인상, 여전히 테이블 위에"" 경고","김영록 전남지사, 광역단체장 평가 18개월 연속 1위",섬마을 옛 스승의 제자 사랑…퇴직금 2억 쾌척 어선 선물,"창원한마음병원, 다자녀 가구 지원 성금 1천만원 기탁","與, 김영주 영입·호남 全지역 공천…이념·지역 외연확장 시도","새미래, 오픈 프라이머리 도입 공약…""당대표 패권공천 막아야""","""행동주의펀드 경영 개입시 고용 위축되고 수익성 악화""","""불안했는데 다행입니다"" 휴진 예고 울산대병원 진료 차질없어",,"제주도, 고품질 '콩나물용' 콩 보급종 종자 120t 공급","부부로 다시 만난 김병철·윤세아의 '완벽한 가족', 8월 첫 방송",티메프 사태 장기화 국면…피해자 불만 이어져,KLPGA 외국인 퀄리파잉 토너먼트에 79명 출전…역대 최다,현대차 신임 유럽권역본부장에 자비에르 마르티넷 선임,"강경성 전 산업차관, 코트라 사장 취임 ""수출 위해 혼신의 노력"""
용인 '조아용'·에버랜드 '레시' 협업 굿즈 2주만에 4천개 판매,"인터넷심의위, 총선 공정보도 의무 위반 23개 언론사 행정조치","[게시판] 우리은행, 상반기 신입행원 180명 채용","현대건설이 개발한 '조강 콘크리트', 재난안전신기술 인증 획득","서해해경청, 청년인턴 38명 모집",이강인 돕고 손흥민 넣고…태국 상대로 '속죄의 연승' 도전,"정부, '떠오르는 미래시장' 아프리카와 경제협력 본격화한다","목포시, 공공배달앱 '먹깨비' 할인이벤트",,"[게시판] 현대엔지니어링, 가정의달 맞아 해외근무 임직원 자녀 초청행사",첨단기술 선보이는 '서울판 CES'…스마트라이프위크 10월 개최(종합),"정부, 이르면 다음주부터 '티메프 피해' 판매자 지원","카카오 ""하반기 AI 대화형 플랫폼 출시…카톡과 별도 앱""(종합2보)",美대선 노스캐롤라이나 36% 개표…트럼프 51.7%·해리스 47.3%,"TXT 미니 7집, 첫주 판매량 약 158만장…5장 연속 밀리언셀러"
부산 다대동 옛 한진중공업 부지에 호텔 조성…200실 이상 규모(종합),"[게시판] 광동제약, 장애인 복지시설에서 비타민D 주사제 무료 투여","영국 매체 ""손흥민, 토트넘과 새 계약 논의…올여름 공식 협상""","서울디자인재단, 세계 도시 디자인리포터 20명 모집","광주은행, 5월 말까지 자녀 돌봄 10시 출근제 시행",인천 등 3곳 강풍주의보…인천 앞바다에 풍랑주의보,"해수부, 올해 180척 원양상선·어선 대상으로 해양원격의료 지원","벤츠, BMW 제치고 월간 수입차 등록 1위 탈환…4개월만",,"특구재단, 특구 우수기술 기업의 해외진출 지원",술 마시고 '시속 159㎞' 질주…사망사고 낸 포르쉐 운전자 기소,"티메프 환불 빙자 사기까지…금감원, 소비자경보 발령","부실시공 안돼' 나주시, 상시 점검반 운영 강화","정치권, 미 대선 결과 주시…내일 윤 대통령 담화도 촉각","[동정] 오세훈, 유엔참전용사 국제추모의 날 맞아 묵념"
국가중요농업유산 '창원 독뫼 감농업' 알린다,귀농귀촌인 주택 제공…보은군 '희망 둥지' 6채 건립,"담양딸기, 중동 수출 교두보 마련",흙 만지고 밧줄 타고…서울시 유아숲체험원 78곳 3월 개장,전쟁으로 미뤄진 이스라엘 지방선거서 극우정당 승리,이혼 요구한 남편에 빙초산 뿌려 화상 입힌 20대 체포,"""젊은 인도시장·가치소비 동남아시장 주목해야""","황우여 ""재창당 수준 넘어선 혁신 추진…당원·국민이 나침반""",,"해병대원 특검법 거부권 전망 속 야, 용산으로…여 ""법 불공정""",황금반지를 찾아라' 화천토마토축제 내달 1일 개막,"권도형, 결국 한국 오나…몬테네그로 법원 ""한국 송환해야""",16개 시·도 '청년정책네트워크' 대구서 모임 갖고 협의체 구성,"최상목 ""미국 대선 등 대비해 예비비 6천억원 증액 요청""","진안군수, '홍삼 홍보 인연' 오스트리아 스켈레톤 선수단 격려"
"""中, 자율주행 핵심 '라이다' 분야서 세계 선두 입지 강화""","[대구소식] 북·서구, 올해부터 새 공영주차장 4곳 운영 예정","전주시을 공천 배제' 박진만 ""민주당, 공당 참모습 잃어"" 비판","SH공사, 2030 온실가스 감축 로드맵 연말까지 수립","[게시판] 넷마블, 사내 보육시설 '푸르니 어린이집' 개원",기업은행 청년도약플러스적금 출시…청년도약계좌 일시납자 겨냥,"해수부 ""최첨단 국가어업지도선 5척 취항…불법어업 대응 강화""","군산시, 외국어 통역봉사자 38명 위촉…행사·비즈니스 지원",,"이란 당국 ""대통령 탑승 추락 헬기 추정 잔해 발견""","[게시판] JW이종호재단, 장애 미술인 공모전 'JW 아트어워즈' 개최",인천 전기차 화재 아파트 단전…주민들 한여름 '피난살이',"시진핑의 軍사정 장기화 이유는…""군비 급증강 속 부패 만연 탓""","위메이드 ""신작 '이미르', 국내 버전에도 블록체인 문법 적용""","[뉴스포커스] 윤대통령, 임기 후반기 돌입…이재명 '운명의 일주일'"
"변화 앞둔 KBO, 오석환 신임 심판위원장 선임","野탈당 3인방, '미래대연합' 창당 착수…박원석·정태근 동참(종합)","복지부 ""상급종합병원 수술 50% 줄어…신규환자 입원 24% 감소""","서울시, 자금난 겪는 정비사업 추진위·조합에 248억원 융자","정선군의회 임시회 개회 ""군민의 다양한 목소리 전달""","""전남친 청부살해 의뢰""…여친 속여 취소 수수료 등 5억원 뜯어",조선산업 미래 책임질 전문인재 연 1천명씩 키운다,수면제 탄 분유로 3개월 된 딸 숨지게 한 40대 아빠 2심도 중형,,[음성소식] 어린이 교통사고 예방…보호구역 14곳에 방호벽 설치,"대전 서구, 상반기 대외기관 공모·평가서 185억원 확보",과일값·석유류 급등에 7월 소비자물가 2.6%↑,"K리그1 울산, 10일 대구 상대로 '김판곤 데뷔전+연패 탈출 도전'","서울시의회 의장 ""서리풀지구 신규주택 후보지 선정 환영""","中부양책 본격화 언제…관영매체 ""내년 적자재정 적극 활용"""
"NIA, 전국 기반 5G 특화망 테스트베드 구축","KF, LA 해머미술관서 60∼70년대 작품 선보이는 한국실험미술전","美 해안경비대, 하와이 '남쪽 섬나라' 키리바시서 中어선 단속","서울시, 안전취약가구 전기·가스시설 점검…15억원 투입",서울 광화문 일대서 이달 30일 1만5천명 부활절 퍼레이드,"영암군-영암고, 자율형 공립고 지원 업무협약","정부, 회전교차로 안전 통행법 집중 캠페인…""서행·양보""","美원유업계, FTC의 '엑손모빌 M&A' 승인 조건에 긴장",,"국민의 군대' 해병대, 31일까지 포항서 농번기 일손 돕는다","자영업자·라이더단체 ""배민, 수수료 인상 방침 철회하라""(종합)",[영상구성] 폭염 속 부산 수영구 대규모 정전…2시간 만에 복구 外,"NH농협, 여수 섬박람회 공식 후원 은행 선정",자연 속 뛰놀며 상상력 키워요…매헌시민의 숲에 어린이정원,"[게시판] 무역보험공사, 빅데이터 플랫폼 'K-사이트' 업그레이드"
미얀마군 공습으로 북서부서 어린이 등 민간인 최소 17명 사망,"검찰, 감사원 공무원 뇌물사건 공수처로 반송…""추가 수사 필요""(종합)","금천구, '독산보건분소' 지소로 전환…6월까지 공사로 운영 중단","[현장연결] 민주당, 종로 곽상언·구리 윤호중·김포을 박상혁 등 단수공천","[뉴스포커스] 김영주, 국민의힘 입당…임종석 ""당 결정 수용""",전남 흑산도·홍도에 강풍주의보,에어컨 출장수리 이어 헤드폰 끼고 고객 상담 나선 LG전자 CEO,"관악구, 110억원 규모 관악사랑상품권 8일 할인판매",,"완도군, 전복 소비 활성화 동분서주…온오프라인 판촉 나서",대구 초·중·고 14개교 '건강급식 우수 학교' 선정,"네타냐후 ""이스라엘 공격하면 무거운 대가 치를것""","""생수 냉장고 10분이면 동나요"" 찜통더위에 분주한 부산 지자체","[게시판] 서울청년봉사단, 배추 500포기 김장 봉사",[날씨톡톡] 한낮 20도 안팎 온화…서울 20도·부산 23도
"울산시 ""정부 긴축재정에도 역대최대 국비 2조5천908억 확보""","김기동호 FC서울, '이을용 아들' 풀백 이태석과 재계약","中, 데이터보안법·반간첩법에 기밀법도 강화…외국기업 '떤다'",경기 초등생·부모·교사 80% 이상 '생존수영 교육 만족',"원주시, 안전하고 편리한 공영전기자전거 'e바퀴로' 운영 재개",청년농에게 농지 팔면 매달 50만원…'농지이양 은퇴직불제' 추진,"""건선 치료제 로플루밀라스트 연고, 유아 아토피에 효과""","대통령실 ""전체적 물가 구조 바꾸는 게 중요…정부 총력 지원""",,"""정읍(井邑)은 우물의 고장""…지역 상징 '우물' 보전",[그래픽] EU행 해상 수출 운송비 추이,[핫클릭] 인기몰이 에펠탑 메달 세리머니…우리 선수는 아직 外,"케이트 윈즐릿 ""촬영중 뱃살 접히지 않게 앉으란 요구 거부""",[게시판] 서울시 '광화문광장 다시 보기' 전시회,"전북교육청, 교육부 평가서 2년 연속 '최우수' 등급"
